FLASH,DESS,FISP,PSIF,Class
111,120,213,122,CLU0
115,118,202,136,CLU0
144,121,210,115,CLU0
169,116,217,131,CLU0
166,111,218,133,CLU0
156,103,215,124,CLU0
148,113,211,138,CLU0
150,114,215,123,CLU0
163,118,213,115,CLU0
165,109,216,143,CLU0
164,129,210,110,CLU0
150,125,218,121,CLU0
142,126,207,118,CLU0
119,114,222,189,CLU0
125,130,201,218,CLU0
135,126,170,132,CLU0
115,194,208,145,CLU0
57,159,218,118,CLU0
77,103,219,117,CLU0
114,139,223,135,CLU0
120,121,227,138,CLU0
126,129,224,191,CLU0
134,121,204,288,CLU0
122,147,163,336,CLU0
121,231,178,259,CLU0
59,272,182,148,CLU0
41,199,214,132,CLU0
41,149,206,106,CLU0
82,128,218,135,CLU0
99,108,219,131,CLU0
129,123,213,166,CLU0
158,136,191,131,CLU0
122,135,208,110,CLU0
103,126,208,110,CLU0
117,114,215,107,CLU0
119,112,210,128,CLU0
129,121,203,112,CLU0
120,128,215,127,CLU0
97,116,217,155,CLU0
106,128,212,158,CLU0
145,108,202,275,CLU0
144,123,188,344,CLU0
109,148,172,336,CLU0
95,177,157,311,CLU0
80,164,166,292,CLU0
71,182,144,293,CLU0
79,183,151,251,CLU0
71,192,166,245,CLU0
78,189,171,232,CLU0
77,186,178,211,CLU0
41,191,170,230,CLU0
43,159,161,216,CLU0
62,160,153,187,CLU0
53,147,168,219,CLU0
68,139,163,199,CLU0
72,148,162,183,CLU0
76,98,137,93,CLU0
58,62,110,82,CLU0
21,18,49,27,CLU0
9,17,34,11,CLU0
17,19,35,41,CLU0
37,20,32,79,CLU0
63,25,39,33,CLU0
106,34,31,48,CLU0
84,15,25,11,CLU0
40,24,6,15,CLU0
10,26,24,34,CLU0
60,20,14,57,CLU0
57,22,38,17,CLU0
66,42,33,52,CLU0
97,42,76,28,CLU0
108,35,127,35,CLU0
118,36,80,108,CLU0
184,72,78,114,CLU0
206,49,66,147,CLU0
185,52,67,161,CLU0
262,63,116,143,CLU0
213,72,64,99,CLU0
119,63,108,82,CLU0
117,93,166,125,CLU0
117,51,132,84,CLU0
28,19,54,22,CLU0
9,5,10,14,CLU0
8,7,10,13,CLU0
7,4,8,4,CLU0
8,5,4,3,CLU0
10,4,3,6,CLU0
5,3,8,5,CLU0
1,3,9,5,CLU0
9,5,5,7,CLU0
11,5,6,4,CLU0
3,7,4,1,CLU0
8,3,4,12,CLU0
9,7,2,3,CLU0
14,7,5,4,CLU0
1,6,3,13,CLU0
11,9,6,6,CLU0
14,4,4,6,CLU0
2,5,14,9,CLU0
8,5,2,6,CLU0
14,6,4,4,CLU0
4,4,0,6,CLU0
2,4,1,8,CLU0
1,4,3,3,CLU0
1,8,7,9,CLU0
9,2,5,7,CLU0
169,26,91,117,CLU0
161,35,88,109,CLU0
183,37,88,78,CLU0
164,37,91,99,CLU0
173,38,115,104,CLU0
173,38,101,100,CLU0
159,36,88,79,CLU0
155,36,67,56,CLU0
119,29,67,78,CLU0
85,27,68,78,CLU0
96,28,62,64,CLU0
113,35,81,75,CLU0
105,46,92,38,CLU0
115,48,112,44,CLU0
114,57,120,41,CLU0
113,54,127,22,CLU0
114,57,127,35,CLU0
126,57,128,55,CLU0
105,64,139,51,CLU0
113,63,128,46,CLU0
112,59,129,58,CLU0
103,64,126,53,CLU0
109,62,123,51,CLU0
107,65,127,67,CLU0
118,73,126,66,CLU0
127,63,123,57,CLU0
129,56,140,56,CLU0
130,63,119,60,CLU0
124,56,123,74,CLU0
114,68,134,79,CLU0
107,77,125,67,CLU0
121,70,134,73,CLU0
118,77,127,96,CLU0
112,62,113,110,CLU0
112,60,101,78,CLU0
78,66,31,14,CLU0
97,14,30,17,CLU0
34,22,14,44,CLU0
15,32,81,41,CLU0
22,38,58,33,CLU0
73,30,12,46,CLU0
45,12,24,7,CLU0
34,24,17,42,CLU0
50,41,25,27,CLU0
57,75,64,63,CLU0
77,86,91,97,CLU0
126,146,119,130,CLU0
111,168,158,150,CLU0
98,146,148,15,CLU0
126,149,123,40,CLU0
110,149,126,48,CLU0
60,101,139,19,CLU0
60,64,154,23,CLU0
77,76,160,11,CLU0
82,69,129,17,CLU0
87,73,155,18,CLU0
81,67,140,53,CLU0
94,62,172,88,CLU0
82,77,154,109,CLU0
86,61,179,141,CLU0
97,117,205,137,CLU0
85,135,190,129,CLU0
116,99,182,122,CLU0
122,119,181,142,CLU0
133,102,191,130,CLU0
126,118,189,122,CLU0
129,110,199,110,CLU0
139,120,206,127,CLU0
131,106,187,129,CLU0
155,109,223,196,CLU0
172,110,211,244,CLU0
156,134,159,241,CLU0
120,179,172,202,CLU0
71,170,192,134,CLU0
72,160,217,145,CLU0
78,125,205,106,CLU0
104,122,200,135,CLU0
136,111,203,102,CLU0
127,109,210,129,CLU0
146,115,180,148,CLU0
130,118,203,114,CLU0
125,117,208,105,CLU0
125,119,223,118,CLU0
129,117,208,146,CLU0
159,119,211,125,CLU0
170,114,219,151,CLU0
170,113,198,156,CLU0
143,113,199,138,CLU0
132,124,212,140,CLU0
113,119,213,114,CLU0
135,114,217,120,CLU0
150,104,222,136,CLU0
160,124,215,125,CLU0
155,125,221,119,CLU0
143,127,210,132,CLU0
117,120,223,182,CLU0
123,135,199,191,CLU0
123,129,169,148,CLU0
110,177,213,147,CLU0
63,166,226,130,CLU0
68,97,221,100,CLU0
118,141,223,134,CLU0
116,114,222,130,CLU0
131,121,226,222,CLU0
150,116,204,360,CLU0
118,144,169,346,CLU0
121,237,183,253,CLU0
74,298,188,139,CLU0
33,202,221,140,CLU0
55,117,207,117,CLU0
109,129,224,115,CLU0
114,119,220,122,CLU0
140,120,210,131,CLU0
160,129,198,118,CLU0
118,125,211,130,CLU0
106,125,201,121,CLU0
113,124,208,105,CLU0
113,116,211,148,CLU0
125,126,202,120,CLU0
115,138,212,120,CLU0
94,119,214,137,CLU0
111,126,208,158,CLU0
140,112,200,263,CLU0
142,125,190,299,CLU0
111,130,180,281,CLU0
104,149,183,267,CLU0
110,131,184,297,CLU0
103,141,161,327,CLU0
112,143,165,296,CLU0
94,151,166,294,CLU0
84,162,154,262,CLU0
80,186,156,208,CLU0
49,175,167,219,CLU0
65,134,160,187,CLU0
88,145,166,221,CLU0
65,136,179,222,CLU0
82,109,163,164,CLU0
71,93,132,123,CLU0
51,36,84,61,CLU0
16,10,47,33,CLU0
8,15,23,17,CLU0
29,12,25,18,CLU0
53,29,4,53,CLU0
62,25,16,57,CLU0
89,27,41,9,CLU0
119,35,38,30,CLU0
59,17,13,25,CLU0
24,17,15,21,CLU0
4,28,8,21,CLU0
54,31,27,55,CLU0
90,30,36,47,CLU0
111,54,72,65,CLU0
97,43,94,48,CLU0
111,42,94,75,CLU0
197,38,48,151,CLU0
237,69,92,159,CLU0
275,52,70,159,CLU0
239,58,97,130,CLU0
214,59,94,122,CLU0
163,66,68,76,CLU0
108,70,143,119,CLU0
124,94,167,145,CLU0
82,23,64,33,CLU0
7,10,21,8,CLU0
5,4,5,6,CLU0
7,8,9,7,CLU0
14,5,8,9,CLU0
5,2,4,4,CLU0
9,3,1,2,CLU0
6,2,6,4,CLU0
5,6,10,4,CLU0
7,5,2,6,CLU0
12,6,8,4,CLU0
2,11,5,5,CLU0
7,2,5,10,CLU0
7,5,6,2,CLU0
5,5,1,8,CLU0
1,5,3,3,CLU0
11,10,3,7,CLU0
10,8,8,5,CLU0
4,4,6,6,CLU0
3,4,7,4,CLU0
14,3,9,4,CLU0
4,4,7,2,CLU0
8,3,6,6,CLU0
5,2,6,0,CLU0
1,2,4,10,CLU0
7,0,7,6,CLU0
227,46,73,79,CLU0
181,35,85,109,CLU0
211,43,123,104,CLU0
239,44,111,99,CLU0
224,41,96,108,CLU0
206,44,66,53,CLU0
160,35,54,85,CLU0
114,24,86,123,CLU0
133,33,100,100,CLU0
120,18,78,92,CLU0
81,24,72,43,CLU0
91,34,75,48,CLU0
96,39,80,53,CLU0
100,42,100,26,CLU0
102,43,96,40,CLU0
125,50,113,58,CLU0
110,61,136,45,CLU0
121,64,134,26,CLU0
116,64,144,48,CLU0
108,70,128,54,CLU0
99,60,131,52,CLU0
101,66,122,73,CLU0
101,65,128,61,CLU0
115,56,127,51,CLU0
123,57,133,51,CLU0
126,65,130,49,CLU0
124,59,135,72,CLU0
117,71,138,75,CLU0
113,75,116,86,CLU0
118,74,133,72,CLU0
109,71,132,70,CLU0
115,65,119,101,CLU0
117,59,116,135,CLU0
85,77,71,74,CLU0
95,38,6,33,CLU0
94,11,13,10,CLU0
3,37,30,33,CLU0
9,28,62,52,CLU0
50,45,30,36,CLU0
79,18,28,11,CLU0
55,22,38,42,CLU0
47,20,31,24,CLU0
43,24,11,50,CLU0
42,31,18,60,CLU0
76,86,58,88,CLU0
72,112,109,86,CLU0
78,129,162,34,CLU0
106,147,150,38,CLU0
97,123,150,28,CLU0
65,89,137,13,CLU0
80,81,138,8,CLU0
77,75,160,19,CLU0
91,67,140,28,CLU0
85,55,138,24,CLU0
91,62,136,39,CLU0
85,54,165,80,CLU0
88,80,176,116,CLU0
83,58,170,154,CLU0
87,95,194,128,CLU0
101,138,184,138,CLU0
109,105,188,127,CLU0
124,126,189,146,CLU0
128,99,193,130,CLU0
136,113,198,114,CLU0
139,105,189,116,CLU0
152,113,205,137,CLU0
142,100,178,132,CLU0
152,112,208,171,CLU0
155,114,211,196,CLU0
153,133,167,216,CLU0
129,170,164,228,CLU0
92,171,182,166,CLU0
74,172,206,152,CLU0
61,136,198,128,CLU0
93,129,188,134,CLU0
119,113,195,120,CLU0
124,110,208,132,CLU0
130,116,187,134,CLU0
135,113,200,116,CLU0
131,119,209,122,CLU0
150,118,222,124,CLU0
149,120,215,154,CLU0
163,116,213,139,CLU0
162,114,219,176,CLU0
154,112,187,165,CLU0
129,126,193,157,CLU0
113,129,206,146,CLU0
83,116,213,111,CLU0
112,108,218,125,CLU0
132,106,220,128,CLU0
153,116,220,142,CLU0
160,131,218,132,CLU0
149,126,215,157,CLU0
119,135,214,188,CLU0
116,144,197,209,CLU0
103,138,172,165,CLU0
92,178,215,135,CLU0
62,176,229,141,CLU0
55,100,219,93,CLU0
118,134,224,129,CLU0
109,115,217,111,CLU0
134,116,223,227,CLU0
159,118,199,417,CLU0
123,132,182,307,CLU0
116,219,190,169,CLU0
92,292,213,132,CLU0
32,197,225,159,CLU0
67,90,214,130,CLU0
129,119,225,109,CLU0
128,120,224,112,CLU0
146,116,206,101,CLU0
164,124,207,113,CLU0
121,123,208,154,CLU0
104,133,194,126,CLU0
107,133,210,127,CLU0
114,124,211,161,CLU0
123,128,200,126,CLU0
115,137,209,120,CLU0
98,109,213,128,CLU0
116,120,205,156,CLU0
131,122,197,212,CLU0
141,128,197,199,CLU0
122,120,201,171,CLU0
118,128,222,170,CLU0
134,110,209,228,CLU0
120,106,194,279,CLU0
123,110,193,298,CLU0
101,135,168,294,CLU0
75,153,153,228,CLU0
76,174,156,183,CLU0
76,141,183,192,CLU0
94,111,171,168,CLU0
109,126,171,193,CLU0
82,116,166,136,CLU0
90,59,122,73,CLU0
46,31,72,41,CLU0
10,10,40,43,CLU0
28,11,26,9,CLU0
35,16,11,9,CLU0
84,26,16,0,CLU0
93,31,45,45,CLU0
89,24,31,25,CLU0
88,28,42,14,CLU0
78,29,23,22,CLU0
35,15,6,13,CLU0
52,10,27,30,CLU0
38,29,23,31,CLU0
69,48,70,60,CLU0
105,46,111,75,CLU0
115,51,93,66,CLU0
122,40,80,74,CLU0
159,45,68,120,CLU0
244,51,91,183,CLU0
234,67,132,179,CLU0
258,51,128,135,CLU0
212,50,115,96,CLU0
138,51,76,86,CLU0
122,60,99,67,CLU0
124,82,160,149,CLU0
102,68,130,109,CLU0
37,15,7,19,CLU0
18,5,9,15,CLU0
10,3,7,0,CLU0
5,6,8,7,CLU0
12,10,10,11,CLU0
4,2,3,6,CLU0
6,4,5,7,CLU0
10,1,9,2,CLU0
4,8,7,7,CLU0
3,4,6,5,CLU0
8,5,8,1,CLU0
4,6,5,8,CLU0
8,4,7,3,CLU0
6,6,7,2,CLU0
8,5,8,7,CLU0
2,3,4,9,CLU0
10,3,4,6,CLU0
2,7,10,3,CLU0
5,4,3,3,CLU0
7,3,12,4,CLU0
9,2,11,5,CLU0
5,2,9,6,CLU0
10,1,9,4,CLU0
7,3,9,6,CLU0
2,6,2,10,CLU0
1,5,4,8,CLU0
179,29,83,121,CLU0
235,43,118,112,CLU0
277,43,107,102,CLU0
255,40,92,118,CLU0
234,41,60,56,CLU0
201,31,37,85,CLU0
112,21,86,120,CLU0
175,42,133,123,CLU0
190,36,109,106,CLU0
159,33,91,79,CLU0
135,33,70,63,CLU0
118,27,56,75,CLU0
93,27,77,50,CLU0
95,28,60,57,CLU0
112,38,77,76,CLU0
107,47,106,57,CLU0
115,51,125,27,CLU0
117,62,145,31,CLU0
117,68,130,41,CLU0
104,64,139,48,CLU0
105,70,126,63,CLU0
97,65,136,59,CLU0
106,61,139,43,CLU0
105,60,128,43,CLU0
111,61,132,54,CLU0
117,65,131,76,CLU0
110,77,144,63,CLU0
112,72,125,89,CLU0
119,70,137,72,CLU0
107,70,143,48,CLU0
117,68,138,101,CLU0
119,61,118,149,CLU0
101,65,86,130,CLU0
95,52,54,59,CLU0
133,36,28,22,CLU0
67,18,19,11,CLU0
10,25,31,37,CLU0
7,39,51,17,CLU0
67,40,57,51,CLU0
74,39,30,56,CLU0
73,21,38,41,CLU0
73,29,37,53,CLU0
40,17,23,58,CLU0
32,32,14,38,CLU0
29,40,45,41,CLU0
42,64,130,21,CLU0
74,108,166,9,CLU0
90,105,173,28,CLU0
90,86,148,25,CLU0
100,81,128,20,CLU0
79,57,145,6,CLU0
85,60,146,27,CLU0
73,40,129,11,CLU0
97,50,138,23,CLU0
76,50,153,55,CLU0
86,74,183,95,CLU0
78,60,165,131,CLU0
77,78,190,111,CLU0
101,128,181,135,CLU0
106,114,190,124,CLU0
116,121,197,136,CLU0
122,107,192,130,CLU0
140,113,195,120,CLU0
147,109,179,113,CLU0
148,109,197,118,CLU0
139,100,181,115,CLU0
137,112,209,124,CLU0
142,109,212,120,CLU0
147,116,193,147,CLU0
141,137,182,191,CLU0
132,137,187,174,CLU0
105,160,199,172,CLU0
77,138,196,144,CLU0
87,139,190,125,CLU0
94,115,192,137,CLU0
120,108,200,136,CLU0
125,108,197,127,CLU0
150,103,201,124,CLU0
148,115,206,133,CLU0
165,117,216,131,CLU0
167,122,217,147,CLU0
161,110,214,149,CLU0
157,112,221,192,CLU0
135,109,189,151,CLU0
126,134,194,165,CLU0
102,127,196,153,CLU0
80,106,212,120,CLU0
108,103,213,125,CLU0
124,111,209,130,CLU0
148,115,219,148,CLU0
162,132,210,165,CLU0
157,123,216,175,CLU0
122,143,201,240,CLU0
109,155,186,272,CLU0
90,154,172,167,CLU0
73,205,211,138,CLU0
54,190,227,146,CLU0
43,116,214,105,CLU0
109,125,225,115,CLU0
110,121,213,104,CLU0
133,119,219,205,CLU0
156,123,200,421,CLU0
139,119,192,281,CLU0
115,193,188,94,CLU0
108,272,231,134,CLU0
47,200,226,178,CLU0
57,119,224,134,CLU0
118,100,224,124,CLU0
130,107,227,112,CLU0
142,116,208,105,CLU0
163,126,213,123,CLU0
133,128,208,161,CLU0
108,139,197,124,CLU0
111,136,216,135,CLU0
125,125,208,144,CLU0
122,120,196,122,CLU0
111,134,210,131,CLU0
99,107,212,143,CLU0
110,114,209,158,CLU0
125,126,201,169,CLU0
138,122,208,129,CLU0
135,115,229,108,CLU0
131,112,239,120,CLU0
132,98,214,161,CLU0
109,100,215,210,CLU0
107,117,206,260,CLU0
90,158,170,251,CLU0
63,160,163,170,CLU0
82,150,169,153,CLU0
101,108,192,163,CLU0
102,88,181,140,CLU0
99,92,147,108,CLU0
80,79,119,29,CLU0
77,12,62,14,CLU0
17,22,23,38,CLU0
22,13,21,16,CLU0
39,20,6,41,CLU0
91,28,22,43,CLU0
130,35,27,20,CLU0
103,18,59,22,CLU0
95,25,67,15,CLU0
54,19,29,22,CLU0
21,17,17,15,CLU0
55,15,16,24,CLU0
87,27,34,32,CLU0
77,42,63,59,CLU0
101,54,101,66,CLU0
117,49,124,89,CLU0
133,46,76,94,CLU0
201,43,65,111,CLU0
217,46,89,162,CLU0
221,47,117,186,CLU0
185,56,140,160,CLU0
174,44,140,105,CLU0
136,38,100,84,CLU0
121,63,96,61,CLU0
117,75,128,67,CLU0
119,79,156,129,CLU0
58,33,77,47,CLU0
14,14,8,16,CLU0
12,6,19,23,CLU0
11,7,4,5,CLU0
5,3,8,12,CLU0
6,8,8,3,CLU0
4,3,2,6,CLU0
4,5,7,9,CLU0
6,3,8,7,CLU0
1,7,6,9,CLU0
3,3,7,8,CLU0
4,6,7,1,CLU0
2,5,7,5,CLU0
8,5,5,2,CLU0
11,5,3,1,CLU0
10,6,8,2,CLU0
5,3,4,8,CLU0
8,5,5,5,CLU0
7,2,7,1,CLU0
3,3,7,5,CLU0
8,1,15,4,CLU0
10,5,4,9,CLU0
3,4,6,4,CLU0
7,2,5,2,CLU0
5,2,11,11,CLU0
1,4,2,11,CLU0
170,26,88,119,CLU0
245,42,111,121,CLU0
279,40,100,113,CLU0
254,38,88,113,CLU0
243,36,66,81,CLU0
234,31,39,98,CLU0
115,20,61,89,CLU0
186,41,110,114,CLU0
243,45,122,109,CLU0
261,45,110,122,CLU0
219,42,89,92,CLU0
191,36,63,98,CLU0
132,25,78,89,CLU0
122,23,70,90,CLU0
118,25,68,102,CLU0
99,31,75,82,CLU0
99,35,95,54,CLU0
109,49,115,31,CLU0
122,55,115,38,CLU0
125,68,131,39,CLU0
123,72,131,46,CLU0
110,72,145,53,CLU0
117,72,155,43,CLU0
98,64,139,26,CLU0
104,59,137,52,CLU0
113,66,122,79,CLU0
109,78,143,57,CLU0
103,67,138,72,CLU0
114,61,140,81,CLU0
112,71,148,46,CLU0
114,68,149,93,CLU0
118,65,120,117,CLU0
115,51,82,150,CLU0
109,52,86,101,CLU0
125,58,61,13,CLU0
131,38,23,10,CLU0
66,21,10,15,CLU0
5,19,40,10,CLU0
10,30,63,63,CLU0
61,56,37,82,CLU0
90,41,54,80,CLU0
102,34,47,31,CLU0
70,11,31,46,CLU0
41,13,12,22,CLU0
26,24,34,41,CLU0
28,20,56,83,CLU0
43,44,126,38,CLU0
74,83,161,24,CLU0
96,80,164,26,CLU0
104,62,136,13,CLU0
90,50,127,18,CLU0
81,54,140,19,CLU0
70,40,134,21,CLU0
93,48,139,47,CLU0
83,59,144,37,CLU0
85,63,177,50,CLU0
79,64,172,94,CLU0
75,76,189,103,CLU0
92,106,187,112,CLU0
114,113,188,113,CLU0
112,110,198,124,CLU0
127,112,191,123,CLU0
139,113,184,127,CLU0
149,116,175,106,CLU0
133,111,191,97,CLU0
128,108,197,103,CLU0
117,108,227,93,CLU0
142,103,213,86,CLU0
148,101,216,100,CLU0
152,107,210,123,CLU0
156,99,210,164,CLU0
138,128,206,204,CLU0
113,127,198,153,CLU0
101,151,206,121,CLU0
86,117,205,142,CLU0
109,106,196,140,CLU0
125,101,203,133,CLU0
154,99,210,129,CLU0
153,109,210,130,CLU0
157,116,217,128,CLU0
172,119,215,126,CLU0
157,108,213,152,CLU0
158,107,222,187,CLU0
127,108,195,131,CLU0
129,132,196,158,CLU0
100,120,191,153,CLU0
94,94,210,134,CLU0
116,103,206,126,CLU0
130,111,197,135,CLU0
151,122,212,138,CLU0
163,125,207,193,CLU0
164,120,214,213,CLU0
130,136,195,295,CLU0
113,160,171,344,CLU0
98,168,168,167,CLU0
73,229,199,157,CLU0
52,209,221,146,CLU0
39,137,211,129,CLU0
90,121,223,104,CLU0
120,119,208,113,CLU0
133,124,218,169,CLU0
147,125,210,366,CLU0
155,118,198,308,CLU0
122,169,184,133,CLU0
120,246,222,143,CLU0
75,227,223,170,CLU0
43,172,230,129,CLU0
82,100,225,143,CLU0
118,96,228,130,CLU0
132,124,220,136,CLU0
149,133,215,140,CLU0
147,130,212,148,CLU0
123,134,208,112,CLU0
129,129,217,116,CLU0
137,115,205,136,CLU0
119,114,196,114,CLU0
104,158,216,142,CLU0
90,131,215,154,CLU0
90,113,219,150,CLU0
120,117,211,153,CLU0
130,106,217,111,CLU0
136,110,240,95,CLU0
131,107,218,119,CLU0
107,104,199,163,CLU0
84,130,211,195,CLU0
86,161,194,203,CLU0
76,186,174,183,CLU0
65,149,169,131,CLU0
92,112,168,119,CLU0
95,77,169,132,CLU0
75,56,169,84,CLU0
55,50,99,26,CLU0
46,41,62,37,CLU0
44,9,27,18,CLU0
11,25,6,13,CLU0
20,24,8,49,CLU0
75,38,24,70,CLU0
124,27,19,60,CLU0
127,29,17,31,CLU0
76,15,40,4,CLU0
68,21,50,14,CLU0
36,23,12,25,CLU0
57,25,45,17,CLU0
88,30,41,36,CLU0
113,52,64,45,CLU0
119,40,87,88,CLU0
149,38,87,92,CLU0
213,44,79,113,CLU0
238,41,55,142,CLU0
273,51,99,157,CLU0
248,60,111,174,CLU0
160,54,101,156,CLU0
140,52,104,121,CLU0
112,48,104,94,CLU0
122,58,107,51,CLU0
133,80,128,77,CLU0
100,85,140,69,CLU0
73,51,124,68,CLU0
17,13,35,16,CLU0
7,8,7,5,CLU0
6,10,16,15,CLU0
7,9,2,11,CLU0
4,3,10,7,CLU0
4,4,1,9,CLU0
3,3,1,4,CLU0
3,4,4,5,CLU0
3,3,1,8,CLU0
4,4,10,6,CLU0
10,3,6,5,CLU0
6,8,6,1,CLU0
0,7,9,3,CLU0
6,5,5,4,CLU0
10,4,0,3,CLU0
11,3,3,4,CLU0
2,0,3,2,CLU0
4,5,5,2,CLU0
4,5,4,4,CLU0
0,2,5,4,CLU0
6,6,10,1,CLU0
8,5,2,9,CLU0
7,7,3,1,CLU0
8,3,4,3,CLU0
2,6,8,11,CLU0
7,3,2,6,CLU0
241,42,108,119,CLU0
255,38,98,121,CLU0
243,37,94,113,CLU0
244,36,93,125,CLU0
253,33,64,119,CLU0
149,28,54,68,CLU0
177,38,48,73,CLU0
219,36,105,105,CLU0
299,47,111,141,CLU0
265,45,107,120,CLU0
245,44,93,114,CLU0
189,31,99,127,CLU0
169,30,100,118,CLU0
167,25,102,122,CLU0
149,28,93,121,CLU0
122,26,82,106,CLU0
105,30,85,68,CLU0
112,34,84,70,CLU0
125,60,94,43,CLU0
129,61,110,47,CLU0
131,72,133,51,CLU0
139,77,155,52,CLU0
112,66,153,21,CLU0
114,65,149,37,CLU0
121,71,134,65,CLU0
125,75,141,56,CLU0
102,64,143,54,CLU0
106,60,140,90,CLU0
114,61,146,58,CLU0
105,63,143,72,CLU0
108,64,131,68,CLU0
119,58,87,133,CLU0
125,53,91,113,CLU0
101,60,99,56,CLU0
146,63,54,34,CLU0
140,28,10,12,CLU0
62,19,13,4,CLU0
28,14,39,37,CLU0
20,40,33,74,CLU0
78,41,62,96,CLU0
91,41,52,28,CLU0
91,31,41,52,CLU0
76,16,16,31,CLU0
70,16,41,46,CLU0
45,29,11,88,CLU0
30,18,46,37,CLU0
48,36,110,2,CLU0
66,57,159,33,CLU0
84,63,147,34,CLU0
103,55,120,8,CLU0
86,57,122,9,CLU0
81,55,136,24,CLU0
85,54,137,58,CLU0
96,69,141,56,CLU0
89,63,164,9,CLU0
86,72,182,71,CLU0
83,83,182,116,CLU0
86,80,193,104,CLU0
122,107,187,109,CLU0
117,106,188,125,CLU0
136,112,189,110,CLU0
136,115,179,126,CLU0
139,115,180,104,CLU0
115,113,194,117,CLU0
119,120,212,135,CLU0
105,108,231,114,CLU0
148,113,205,116,CLU0
149,111,217,106,CLU0
145,106,217,95,CLU0
144,95,227,164,CLU0
144,100,214,236,CLU0
135,119,195,154,CLU0
123,162,218,132,CLU0
93,125,226,140,CLU0
87,109,199,145,CLU0
121,106,207,145,CLU0
138,108,222,127,CLU0
142,113,218,121,CLU0
141,118,221,123,CLU0
164,114,210,105,CLU0
156,112,212,149,CLU0
160,102,219,168,CLU0
131,110,199,127,CLU0
129,125,196,141,CLU0
104,116,196,143,CLU0
101,94,208,138,CLU0
122,109,202,133,CLU0
140,106,194,135,CLU0
159,126,202,128,CLU0
162,115,212,193,CLU0
164,120,212,221,CLU0
143,120,201,296,CLU0
129,155,168,398,CLU0
118,164,162,180,CLU0
93,223,181,170,CLU0
66,230,212,144,CLU0
42,155,215,146,CLU0
65,130,221,110,CLU0
124,109,206,120,CLU0
136,128,217,134,CLU0
145,123,220,290,CLU0
161,122,205,351,CLU0
136,143,191,223,CLU0
127,217,195,163,CLU0
105,247,213,140,CLU0
50,216,231,126,CLU0
48,134,229,144,CLU0
94,100,229,145,CLU0
119,130,230,160,CLU0
129,141,212,150,CLU0
148,125,213,132,CLU0
142,122,215,95,CLU0
145,121,212,114,CLU0
137,105,207,182,CLU0
114,129,198,113,CLU0
101,211,224,136,CLU0
79,164,217,134,CLU0
63,124,225,126,CLU0
103,112,220,138,CLU0
110,106,215,108,CLU0
116,120,222,129,CLU0
108,129,183,190,CLU0
79,133,189,214,CLU0
70,172,193,214,CLU0
80,195,173,146,CLU0
71,173,170,112,CLU0
72,105,154,91,CLU0
83,64,138,66,CLU0
56,43,116,94,CLU0
33,20,124,25,CLU0
9,29,55,20,CLU0
7,31,41,10,CLU0
13,14,19,34,CLU0
28,15,22,85,CLU0
11,22,26,91,CLU0
76,35,35,67,CLU0
102,22,19,48,CLU0
76,23,23,37,CLU0
29,13,1,10,CLU0
51,24,24,6,CLU0
79,32,57,10,CLU0
97,43,64,30,CLU0
125,46,76,58,CLU0
147,60,76,80,CLU0
188,29,71,110,CLU0
229,26,73,136,CLU0
305,57,111,149,CLU0
310,51,112,176,CLU0
269,53,140,186,CLU0
222,67,114,135,CLU0
114,65,80,109,CLU0
126,71,78,90,CLU0
115,75,106,75,CLU0
128,84,149,53,CLU0
108,72,144,71,CLU0
58,63,116,53,CLU0
19,15,64,13,CLU0
8,13,6,13,CLU0
5,3,13,10,CLU0
7,9,12,7,CLU0
7,7,4,13,CLU0
11,3,11,3,CLU0
3,4,5,9,CLU0
5,2,2,1,CLU0
5,6,7,2,CLU0
7,5,6,6,CLU0
9,5,9,3,CLU0
13,3,8,7,CLU0
2,8,5,1,CLU0
0,8,7,4,CLU0
6,5,6,5,CLU0
8,3,0,5,CLU0
11,1,2,7,CLU0
4,3,4,12,CLU0
3,1,4,2,CLU0
6,4,4,8,CLU0
1,4,4,3,CLU0
6,7,5,2,CLU0
3,5,3,5,CLU0
6,6,3,4,CLU0
9,4,5,5,CLU0
5,6,3,6,CLU0
7,3,2,2,CLU0
231,39,108,113,CLU0
226,38,102,121,CLU0
236,35,105,115,CLU0
245,41,121,138,CLU0
257,34,105,137,CLU0
214,41,79,39,CLU0
185,38,40,30,CLU0
154,23,70,100,CLU0
266,42,104,132,CLU0
266,42,116,132,CLU0
261,49,122,121,CLU0
231,37,126,145,CLU0
215,38,121,129,CLU0
226,31,128,137,CLU0
221,33,127,158,CLU0
190,34,123,175,CLU0
157,27,125,130,CLU0
142,27,104,120,CLU0
117,40,73,75,CLU0
114,37,78,88,CLU0
121,53,84,71,CLU0
137,63,120,70,CLU0
125,64,134,45,CLU0
129,68,149,37,CLU0
132,77,161,41,CLU0
142,71,150,57,CLU0
118,61,150,57,CLU0
108,68,148,85,CLU0
115,55,147,62,CLU0
102,60,141,55,CLU0
95,65,146,47,CLU0
110,69,123,99,CLU0
119,57,96,94,CLU0
96,51,128,65,CLU0
122,70,110,68,CLU0
180,54,54,26,CLU0
147,16,25,13,CLU0
8,25,6,16,CLU0
20,17,15,44,CLU0
41,30,39,76,CLU0
51,33,44,34,CLU0
81,42,40,59,CLU0
91,39,26,47,CLU0
118,31,21,48,CLU0
