FLASH,DESS,FISP,PSIF,Class
35,13,43,4,CLU0
7,16,42,27,CLU0
30,21,29,32,CLU0
72,24,26,39,CLU0
105,26,13,43,CLU0
170,27,10,11,CLU0
98,14,13,14,CLU0
17,20,5,36,CLU0
12,10,21,40,CLU0
8,17,14,41,CLU0
41,32,64,91,CLU0
92,67,156,40,CLU0
114,70,128,75,CLU0
111,28,53,162,CLU0
184,57,102,146,CLU0
274,79,55,104,CLU0
211,75,49,13,CLU0
107,74,128,103,CLU0
138,64,69,36,CLU0
67,14,13,4,CLU0
6,5,1,4,CLU0
8,7,12,3,CLU0
6,7,7,7,CLU0
7,5,4,9,CLU0
6,4,8,2,CLU0
3,6,2,6,CLU0
4,7,7,6,CLU0
9,4,3,7,CLU0
5,8,0,10,CLU0
2,4,9,5,CLU0
6,2,3,7,CLU0
8,4,5,13,CLU0
6,4,4,2,CLU0
4,3,13,7,CLU0
12,2,3,6,CLU0
8,3,6,7,CLU0
5,2,9,14,CLU0
6,4,6,8,CLU0
3,5,11,8,CLU0
8,2,8,10,CLU0
3,4,0,1,CLU0
3,1,2,7,CLU0
93,41,72,47,CLU0
115,40,73,56,CLU0
118,49,65,47,CLU0
122,47,73,37,CLU0
106,53,78,36,CLU0
118,49,95,54,CLU0
100,54,97,54,CLU0
95,49,109,54,CLU0
95,57,111,45,CLU0
107,50,109,40,CLU0
112,54,114,44,CLU0
114,54,113,49,CLU0
112,49,112,42,CLU0
111,46,118,57,CLU0
104,56,130,55,CLU0
111,59,129,58,CLU0
103,57,127,45,CLU0
118,53,140,40,CLU0
98,54,128,35,CLU0
99,50,129,76,CLU0
100,59,125,60,CLU0
107,58,136,78,CLU0
104,64,133,62,CLU0
112,61,129,72,CLU0
107,60,135,68,CLU0
117,69,134,77,CLU0
102,73,136,73,CLU0
121,69,128,64,CLU0
118,63,130,93,CLU0
105,56,91,100,CLU0
158,32,39,96,CLU0
153,30,67,137,CLU0
211,50,95,137,CLU0
170,59,103,77,CLU0
143,65,123,57,CLU0
119,72,60,29,CLU0
96,38,73,47,CLU0
83,17,55,49,CLU0
11,29,32,17,CLU0
25,18,10,89,CLU0
33,48,96,132,CLU0
79,101,187,165,CLU0
139,128,188,142,CLU0
128,125,188,179,CLU0
122,99,170,144,CLU0
141,116,156,88,CLU0
113,151,181,85,CLU0
75,142,183,167,CLU0
100,116,171,191,CLU0
129,112,165,142,CLU0
141,131,181,137,CLU0
138,116,179,162,CLU0
124,135,177,188,CLU0
118,119,177,257,CLU0
119,169,163,172,CLU0
49,214,185,142,CLU0
54,116,184,144,CLU0
120,91,178,110,CLU0
112,117,200,169,CLU0
144,128,165,223,CLU0
100,118,157,116,CLU0
111,149,139,184,CLU0
109,185,143,233,CLU0
46,162,122,164,CLU0
73,137,178,132,CLU0
84,105,178,135,CLU0
91,115,168,140,CLU0
109,104,199,112,CLU0
121,116,183,125,CLU0
138,116,194,107,CLU0
155,113,189,123,CLU0
163,113,198,128,CLU0
144,115,207,102,CLU0
152,114,185,99,CLU0
146,109,185,123,CLU0
150,113,195,142,CLU0
135,108,198,112,CLU0
149,115,198,103,CLU0
134,117,202,120,CLU0
116,101,199,124,CLU0
151,105,205,109,CLU0
152,121,198,86,CLU0
124,119,193,125,CLU0
110,110,222,102,CLU0
113,107,195,117,CLU0
138,112,200,123,CLU0
155,113,205,139,CLU0
162,116,211,117,CLU0
145,120,211,119,CLU0
144,122,203,101,CLU0
154,116,211,112,CLU0
136,127,217,99,CLU0
149,122,218,113,CLU0
134,114,218,98,CLU0
145,119,219,118,CLU0
144,128,219,104,CLU0
147,123,208,129,CLU0
135,120,212,142,CLU0
136,120,221,128,CLU0
155,128,208,141,CLU0
157,131,232,159,CLU0
136,125,178,169,CLU0
130,128,188,159,CLU0
92,135,215,185,CLU0
94,135,207,203,CLU0
120,142,195,138,CLU0
110,171,213,108,CLU0
76,133,224,102,CLU0
94,133,240,119,CLU0
112,132,230,145,CLU0
111,118,232,108,CLU0
123,125,235,116,CLU0
126,118,226,111,CLU0
136,109,228,88,CLU0
127,118,221,114,CLU0
111,109,224,126,CLU0
138,121,211,131,CLU0
147,128,204,134,CLU0
127,128,189,186,CLU0
113,135,189,198,CLU0
96,140,189,88,CLU0
87,120,199,118,CLU0
106,98,207,122,CLU0
126,117,208,134,CLU0
138,115,214,138,CLU0
157,110,201,133,CLU0
162,110,202,119,CLU0
133,120,208,126,CLU0
120,117,212,111,CLU0
114,109,207,123,CLU0
102,112,201,147,CLU0
109,111,204,172,CLU0
122,111,208,160,CLU0
132,110,196,156,CLU0
136,116,201,173,CLU0
123,114,201,189,CLU0
121,104,190,296,CLU0
114,100,172,385,CLU0
121,136,152,283,CLU0
95,203,155,201,CLU0
62,194,165,274,CLU0
63,130,161,271,CLU0
68,145,149,205,CLU0
73,150,143,104,CLU0
69,121,153,56,CLU0
88,113,179,123,CLU0
105,115,166,146,CLU0
76,71,122,66,CLU0
39,28,45,28,CLU0
9,16,32,52,CLU0
17,15,49,37,CLU0
63,23,24,46,CLU0
101,22,28,31,CLU0
93,22,22,15,CLU0
162,28,19,3,CLU0
104,14,19,17,CLU0
30,18,14,28,CLU0
32,19,24,43,CLU0
11,25,34,63,CLU0
83,54,101,79,CLU0
91,67,151,49,CLU0
118,45,80,106,CLU0
180,44,58,162,CLU0
234,57,104,111,CLU0
258,87,24,85,CLU0
173,65,81,12,CLU0
111,86,145,74,CLU0
138,51,26,13,CLU0
33,10,8,12,CLU0
3,4,2,4,CLU0
10,8,12,7,CLU0
3,6,1,5,CLU0
7,7,5,1,CLU0
7,5,6,1,CLU0
3,6,4,8,CLU0
8,6,9,10,CLU0
14,6,5,3,CLU0
1,7,1,5,CLU0
12,5,8,9,CLU0
9,5,2,5,CLU0
2,7,10,5,CLU0
4,4,9,3,CLU0
1,6,9,8,CLU0
8,3,6,12,CLU0
3,4,6,6,CLU0
10,5,8,9,CLU0
9,4,7,13,CLU0
7,4,14,2,CLU0
8,2,11,5,CLU0
3,5,4,6,CLU0
11,5,3,6,CLU0
84,32,51,62,CLU0
102,32,54,66,CLU0
105,38,54,61,CLU0
109,40,57,39,CLU0
105,46,67,49,CLU0
105,41,82,70,CLU0
96,52,92,49,CLU0
98,48,95,54,CLU0
103,59,111,54,CLU0
106,54,112,42,CLU0
118,53,121,48,CLU0
104,55,123,49,CLU0
102,51,114,41,CLU0
113,43,120,53,CLU0
110,54,126,53,CLU0
112,54,129,42,CLU0
106,56,127,38,CLU0
123,58,144,53,CLU0
105,60,133,47,CLU0
105,47,135,66,CLU0
97,59,122,46,CLU0
106,63,134,72,CLU0
109,67,136,56,CLU0
112,58,127,70,CLU0
113,61,139,76,CLU0
119,60,128,70,CLU0
119,65,125,74,CLU0
124,74,125,55,CLU0
136,62,137,91,CLU0
126,67,119,94,CLU0
121,57,84,81,CLU0
120,43,77,120,CLU0
192,45,87,140,CLU0
188,46,91,89,CLU0
146,68,105,75,CLU0
140,66,71,46,CLU0
103,45,73,1,CLU0
91,21,37,63,CLU0
38,36,50,35,CLU0
20,22,14,32,CLU0
46,21,26,65,CLU0
50,58,132,144,CLU0
112,115,186,167,CLU0
128,142,202,144,CLU0
138,129,188,103,CLU0
140,131,170,74,CLU0
98,143,188,100,CLU0
67,135,183,212,CLU0
108,114,164,180,CLU0
143,135,155,114,CLU0
131,152,179,123,CLU0
134,124,181,121,CLU0
138,123,180,167,CLU0
109,100,199,323,CLU0
126,129,150,246,CLU0
100,199,162,182,CLU0
60,158,185,126,CLU0
106,99,174,90,CLU0
123,110,178,209,CLU0
130,116,149,166,CLU0
107,127,156,95,CLU0
112,147,156,294,CLU0
95,151,127,296,CLU0
67,155,131,195,CLU0
82,164,193,128,CLU0
61,125,177,135,CLU0
81,126,179,140,CLU0
99,101,194,130,CLU0
120,116,197,124,CLU0
134,113,197,114,CLU0
151,112,200,122,CLU0
160,107,190,131,CLU0
150,110,176,104,CLU0
142,112,172,113,CLU0
134,105,179,128,CLU0
139,112,178,141,CLU0
135,107,187,116,CLU0
150,107,190,101,CLU0
151,111,189,132,CLU0
141,103,189,130,CLU0
153,111,204,101,CLU0
130,123,204,102,CLU0
106,126,192,127,CLU0
99,108,211,114,CLU0
118,109,202,134,CLU0
156,117,194,142,CLU0
150,115,201,156,CLU0
142,116,200,148,CLU0
121,127,204,134,CLU0
113,131,191,112,CLU0
123,126,214,129,CLU0
110,127,228,109,CLU0
121,123,222,111,CLU0
119,116,217,113,CLU0
138,121,215,112,CLU0
147,122,217,100,CLU0
163,122,209,100,CLU0
150,121,219,138,CLU0
157,119,227,90,CLU0
164,127,225,154,CLU0
156,117,231,174,CLU0
143,130,200,107,CLU0
119,144,220,137,CLU0
85,127,230,137,CLU0
108,122,216,195,CLU0
132,128,189,150,CLU0
112,158,212,132,CLU0
84,135,212,105,CLU0
89,139,241,98,CLU0
102,126,233,138,CLU0
113,108,235,109,CLU0
124,123,232,120,CLU0
121,113,225,114,CLU0
125,118,219,86,CLU0
110,122,220,127,CLU0
102,117,216,125,CLU0
132,112,205,135,CLU0
143,126,192,156,CLU0
119,133,177,161,CLU0
99,137,190,129,CLU0
91,124,196,84,CLU0
92,109,208,123,CLU0
114,108,209,119,CLU0
142,119,213,131,CLU0
143,111,210,139,CLU0
170,113,198,113,CLU0
158,112,200,124,CLU0
125,128,206,135,CLU0
113,140,211,89,CLU0
109,131,205,101,CLU0
96,126,207,138,CLU0
98,128,216,164,CLU0
103,114,210,158,CLU0
114,109,195,147,CLU0
112,118,191,125,CLU0
110,111,207,102,CLU0
117,106,204,221,CLU0
101,113,199,358,CLU0
85,143,159,278,CLU0
76,180,154,194,CLU0
77,149,150,253,CLU0
69,101,156,261,CLU0
55,124,146,148,CLU0
66,134,157,79,CLU0
83,118,179,104,CLU0
95,108,175,121,CLU0
83,76,112,85,CLU0
40,17,59,16,CLU0
21,11,14,33,CLU0
28,15,32,49,CLU0
55,20,20,86,CLU0
86,18,63,69,CLU0
82,21,72,34,CLU0
43,23,31,15,CLU0
97,32,11,4,CLU0
105,23,19,21,CLU0
51,22,18,33,CLU0
43,22,25,62,CLU0
40,40,95,90,CLU0
133,68,102,49,CLU0
79,46,92,81,CLU0
125,35,69,145,CLU0
244,59,89,143,CLU0
248,55,86,121,CLU0
207,76,35,71,CLU0
133,53,112,20,CLU0
121,93,142,24,CLU0
117,44,7,11,CLU0
14,11,3,7,CLU0
7,9,1,7,CLU0
7,8,12,6,CLU0
0,5,3,5,CLU0
8,6,5,5,CLU0
9,3,8,5,CLU0
1,5,2,2,CLU0
8,2,11,11,CLU0
13,5,4,6,CLU0
2,4,3,5,CLU0
13,2,7,8,CLU0
8,5,3,3,CLU0
6,8,10,8,CLU0
3,2,10,9,CLU0
7,7,0,13,CLU0
4,2,8,12,CLU0
2,3,3,9,CLU0
10,7,1,2,CLU0
8,3,4,6,CLU0
15,5,8,5,CLU0
6,4,13,1,CLU0
3,3,5,10,CLU0
8,8,6,1,CLU0
99,27,46,61,CLU0
106,23,47,63,CLU0
98,31,44,54,CLU0
102,41,54,56,CLU0
90,34,65,78,CLU0
97,48,81,58,CLU0
99,48,73,49,CLU0
111,52,91,56,CLU0
106,54,103,41,CLU0
128,53,119,43,CLU0
99,62,128,43,CLU0
107,57,123,48,CLU0
110,45,129,47,CLU0
102,58,128,39,CLU0
106,51,129,25,CLU0
97,53,118,31,CLU0
119,57,132,66,CLU0
107,58,126,64,CLU0
106,48,136,58,CLU0
95,57,126,42,CLU0
109,66,128,59,CLU0
109,64,133,52,CLU0
109,58,131,59,CLU0
117,62,143,71,CLU0
113,52,127,60,CLU0
120,55,120,63,CLU0
115,68,120,56,CLU0
127,58,130,67,CLU0
126,71,117,95,CLU0
120,71,117,77,CLU0
112,64,112,89,CLU0
139,54,87,123,CLU0
170,40,86,119,CLU0
148,66,99,82,CLU0
141,59,93,75,CLU0
119,55,41,21,CLU0
83,32,58,40,CLU0
70,29,72,43,CLU0
24,41,47,25,CLU0
58,18,18,3,CLU0
52,29,47,80,CLU0
63,67,135,152,CLU0
92,122,187,91,CLU0
148,154,210,106,CLU0
135,145,203,93,CLU0
99,142,194,109,CLU0
94,122,195,219,CLU0
120,109,154,119,CLU0
142,149,152,76,CLU0
108,165,180,98,CLU0
111,124,191,137,CLU0
139,106,193,204,CLU0
115,107,191,324,CLU0
124,102,141,300,CLU0
131,170,136,211,CLU0
66,217,173,87,CLU0
75,140,159,93,CLU0
115,113,148,209,CLU0
115,102,154,109,CLU0
103,117,156,158,CLU0
100,149,150,343,CLU0
76,136,110,276,CLU0
86,145,151,188,CLU0
72,193,194,141,CLU0
46,140,186,137,CLU0
72,135,184,146,CLU0
90,108,180,134,CLU0
111,120,203,124,CLU0
122,110,198,120,CLU0
136,115,202,126,CLU0
146,111,190,143,CLU0
149,113,147,119,CLU0
136,111,167,128,CLU0
121,107,186,113,CLU0
121,111,172,118,CLU0
137,99,176,116,CLU0
152,106,182,112,CLU0
162,109,179,138,CLU0
150,111,178,130,CLU0
128,119,195,109,CLU0
109,118,201,133,CLU0
99,126,196,126,CLU0
110,113,193,136,CLU0
129,115,199,151,CLU0
158,123,183,159,CLU0
133,120,197,159,CLU0
116,121,196,150,CLU0
109,130,202,131,CLU0
95,129,201,119,CLU0
111,126,225,133,CLU0
109,115,231,121,CLU0
114,119,225,111,CLU0
125,118,215,120,CLU0
141,124,212,110,CLU0
151,113,212,102,CLU0
168,127,212,88,CLU0
159,124,222,133,CLU0
167,120,227,66,CLU0
159,126,235,189,CLU0
146,111,220,174,CLU0
140,149,213,77,CLU0
101,156,233,125,CLU0
82,119,233,122,CLU0
112,114,219,185,CLU0
128,123,193,154,CLU0
111,146,209,141,CLU0
96,136,197,122,CLU0
95,141,224,111,CLU0
99,130,226,118,CLU0
98,113,234,115,CLU0
110,135,222,124,CLU0
109,117,224,119,CLU0
109,128,210,109,CLU0
97,116,221,135,CLU0
106,124,205,134,CLU0
140,113,197,138,CLU0
140,131,181,157,CLU0
111,140,177,122,CLU0
90,128,204,111,CLU0
96,115,201,110,CLU0
108,116,213,126,CLU0
125,120,213,120,CLU0
146,117,219,129,CLU0
140,109,209,131,CLU0
168,119,198,115,CLU0
152,120,198,171,CLU0
119,149,196,178,CLU0
102,176,206,137,CLU0
92,172,206,114,CLU0
78,159,207,119,CLU0
79,155,223,133,CLU0
78,140,207,146,CLU0
84,132,205,131,CLU0
74,128,197,104,CLU0
89,121,210,97,CLU0
101,132,200,190,CLU0
85,155,199,257,CLU0
60,161,164,212,CLU0
60,157,148,165,CLU0
70,125,138,177,CLU0
64,107,158,195,CLU0
48,129,164,105,CLU0
62,132,175,111,CLU0
95,102,169,117,CLU0
78,68,125,68,CLU0
52,21,43,18,CLU0
8,12,24,16,CLU0
34,16,17,58,CLU0
59,17,18,62,CLU0
95,27,39,87,CLU0
76,18,55,81,CLU0
39,18,79,39,CLU0
7,22,32,21,CLU0
33,31,0,9,CLU0
89,26,12,26,CLU0
41,19,3,58,CLU0
30,37,50,71,CLU0
80,48,142,91,CLU0
153,67,85,47,CLU0
66,26,48,121,CLU0
145,36,104,170,CLU0
263,62,114,154,CLU0
233,57,68,129,CLU0
143,58,62,51,CLU0
108,57,133,72,CLU0
121,90,128,67,CLU0
84,31,11,12,CLU0
5,13,4,3,CLU0
4,9,4,8,CLU0
0,6,9,3,CLU0
5,4,1,8,CLU0
10,5,6,8,CLU0
6,4,9,4,CLU0
6,7,1,5,CLU0
5,3,7,6,CLU0
8,3,1,7,CLU0
2,2,3,9,CLU0
4,4,5,5,CLU0
4,3,3,2,CLU0
5,6,7,12,CLU0
2,3,8,10,CLU0
9,3,5,7,CLU0
8,4,8,8,CLU0
4,4,4,5,CLU0
8,7,10,5,CLU0
3,6,4,9,CLU0
14,5,0,6,CLU0
2,6,7,2,CLU0
0,2,2,7,CLU0
8,5,7,6,CLU0
131,18,48,67,CLU0
110,26,40,69,CLU0
104,34,45,56,CLU0
85,31,55,79,CLU0
96,33,66,86,CLU0
91,40,54,60,CLU0
108,37,62,49,CLU0
99,43,71,32,CLU0
122,48,96,28,CLU0
108,66,114,45,CLU0
122,62,119,56,CLU0
104,58,133,44,CLU0
93,64,136,31,CLU0
103,60,136,27,CLU0
90,53,122,33,CLU0
112,54,125,67,CLU0
106,52,115,74,CLU0
102,52,133,52,CLU0
97,57,130,47,CLU0
113,64,124,53,CLU0
102,56,125,60,CLU0
105,60,132,49,CLU0
114,61,142,56,CLU0
113,54,129,51,CLU0
109,56,126,49,CLU0
109,60,121,64,CLU0
110,62,122,54,CLU0
112,69,108,97,CLU0
111,66,117,96,CLU0
118,79,128,68,CLU0
108,71,113,97,CLU0
139,51,96,116,CLU0
135,61,107,72,CLU0
129,61,119,100,CLU0
133,63,83,29,CLU0
75,49,67,37,CLU0
82,22,51,27,CLU0
45,36,64,40,CLU0
52,20,35,3,CLU0
65,23,25,22,CLU0
30,20,55,95,CLU0
43,67,129,53,CLU0
119,141,185,124,CLU0
114,141,213,102,CLU0
108,154,201,129,CLU0
134,128,211,191,CLU0
132,112,153,64,CLU0
136,155,158,65,CLU0
92,166,182,99,CLU0
84,112,188,190,CLU0
131,101,198,222,CLU0
135,133,165,222,CLU0
121,101,145,247,CLU0
118,146,128,197,CLU0
63,237,154,62,CLU0
46,173,137,90,CLU0
91,110,130,142,CLU0
101,82,167,76,CLU0
91,101,161,210,CLU0
81,140,129,274,CLU0
67,125,115,187,CLU0
97,151,181,155,CLU0
57,192,188,150,CLU0
47,140,192,132,CLU0
72,129,183,145,CLU0
92,122,170,134,CLU0
100,125,193,135,CLU0
110,115,199,113,CLU0
118,120,197,119,CLU0
124,117,197,146,CLU0
145,115,160,148,CLU0
146,111,175,148,CLU0
118,114,194,103,CLU0
106,112,185,97,CLU0
134,94,178,106,CLU0
149,111,186,127,CLU0
160,104,184,124,CLU0
136,119,181,125,CLU0
104,121,189,113,CLU0
104,109,197,155,CLU0
116,116,198,129,CLU0
134,115,187,147,CLU0
146,114,193,147,CLU0
141,124,180,159,CLU0
116,123,197,146,CLU0
107,125,201,129,CLU0
122,126,207,123,CLU0
107,119,222,118,CLU0
127,115,233,127,CLU0
129,103,223,131,CLU0
138,111,223,118,CLU0
150,118,212,119,CLU0
154,123,210,122,CLU0
157,115,208,105,CLU0
160,133,212,98,CLU0
155,126,217,130,CLU0
155,121,222,97,CLU0
142,125,228,231,CLU0
137,117,199,155,CLU0
127,182,211,80,CLU0
76,159,226,112,CLU0
82,113,226,128,CLU0
110,117,220,167,CLU0
120,126,208,146,CLU0
114,138,210,139,CLU0
108,134,190,164,CLU0
109,143,196,167,CLU0
105,157,207,140,CLU0
75,150,221,130,CLU0
81,162,212,128,CLU0
81,140,220,120,CLU0
88,130,207,137,CLU0
90,105,222,135,CLU0
113,126,202,154,CLU0
151,125,190,140,CLU0
135,140,182,138,CLU0
103,142,190,99,CLU0
94,118,219,124,CLU0
108,112,205,130,CLU0
123,124,210,122,CLU0
133,121,217,126,CLU0
134,111,221,141,CLU0
128,114,211,133,CLU0
157,121,200,161,CLU0
148,126,194,242,CLU0
116,166,184,234,CLU0
92,203,187,199,CLU0
72,203,195,163,CLU0
57,195,189,146,CLU0
57,186,203,136,CLU0
57,183,192,137,CLU0
62,173,208,128,CLU0
53,144,207,128,CLU0
67,149,206,147,CLU0
74,161,187,221,CLU0
66,180,175,167,CLU0
53,171,161,156,CLU0
58,146,141,160,CLU0
58,138,140,146,CLU0
66,135,166,136,CLU0
66,139,182,108,CLU0
65,116,164,123,CLU0
89,62,114,85,CLU0
43,18,56,23,CLU0
26,20,7,25,CLU0
9,13,13,34,CLU0
31,21,16,73,CLU0
101,23,18,68,CLU0
104,30,34,49,CLU0
45,24,11,79,CLU0
21,12,50,46,CLU0
7,23,27,17,CLU0
35,27,6,8,CLU0
63,18,6,30,CLU0
49,19,50,78,CLU0
57,63,95,55,CLU0
105,54,152,64,CLU0
133,58,83,71,CLU0
68,23,56,141,CLU0
190,47,122,176,CLU0
256,66,114,162,CLU0
201,60,71,107,CLU0
101,54,95,44,CLU0
114,76,153,117,CLU0
106,75,104,64,CLU0
46,14,8,12,CLU0
5,12,7,3,CLU0
8,5,7,5,CLU0
3,6,7,2,CLU0
9,2,1,5,CLU0
9,4,5,7,CLU0
4,6,4,2,CLU0
12,5,5,7,CLU0
7,4,1,0,CLU0
6,6,3,4,CLU0
4,1,4,4,CLU0
4,7,6,5,CLU0
14,5,1,5,CLU0
8,6,7,7,CLU0
1,6,7,8,CLU0
3,3,4,4,CLU0
6,4,10,7,CLU0
4,2,7,5,CLU0
3,5,13,7,CLU0
6,7,7,18,CLU0
8,5,2,8,CLU0
3,7,1,1,CLU0
2,7,4,4,CLU0
8,5,8,5,CLU0
153,24,54,75,CLU0
124,21,52,86,CLU0
113,21,55,74,CLU0
96,24,67,78,CLU0
99,18,71,103,CLU0
91,23,59,88,CLU0
95,18,57,61,CLU0
84,23,45,32,CLU0
99,33,61,33,CLU0
115,52,80,43,CLU0
120,54,96,51,CLU0
99,61,119,40,CLU0
98,68,138,44,CLU0
108,70,139,39,CLU0
97,58,137,40,CLU0
111,56,136,57,CLU0
107,53,118,66,CLU0
104,58,131,47,CLU0
105,57,130,53,CLU0
110,62,123,58,CLU0
96,50,119,68,CLU0
105,57,127,50,CLU0
106,58,136,42,CLU0
119,59,126,49,CLU0
104,61,135,45,CLU0
115,60,124,73,CLU0
109,67,119,57,CLU0
106,60,112,90,CLU0
113,57,106,104,CLU0
119,77,122,67,CLU0
99,75,135,77,CLU0
119,70,126,83,CLU0
125,59,119,65,CLU0
118,70,133,115,CLU0
129,63,117,85,CLU0
84,66,45,42,CLU0
84,18,33,23,CLU0
72,18,33,49,CLU0
22,19,53,44,CLU0
56,25,51,15,CLU0
28,10,17,32,CLU0
25,22,54,39,CLU0
60,82,103,99,CLU0
75,109,165,70,CLU0
104,146,184,129,CLU0
141,144,203,169,CLU0
133,124,163,81,CLU0
138,165,167,93,CLU0
98,169,181,136,CLU0
76,106,164,200,CLU0
126,112,175,159,CLU0
146,149,142,85,CLU0
109,112,155,114,CLU0
81,127,141,121,CLU0
63,196,144,61,CLU0
39,157,123,60,CLU0
72,96,137,53,CLU0
87,59,168,55,CLU0
82,84,168,184,CLU0
68,106,117,157,CLU0
72,105,146,113,CLU0
101,151,207,137,CLU0
55,165,186,142,CLU0
74,125,188,122,CLU0
85,116,181,137,CLU0
109,127,171,134,CLU0
100,128,179,142,CLU0
109,121,200,101,CLU0
109,124,195,104,CLU0
110,117,203,134,CLU0
145,113,202,177,CLU0
165,110,193,182,CLU0
129,124,189,133,CLU0
103,129,199,114,CLU0
115,106,191,88,CLU0
130,123,202,137,CLU0
144,102,198,102,CLU0
118,123,198,124,CLU0
105,115,194,104,CLU0
114,105,199,151,CLU0
142,108,192,141,CLU0
148,115,193,140,CLU0
151,109,192,123,CLU0
120,122,193,141,CLU0
109,121,198,134,CLU0
122,124,207,114,CLU0
149,121,213,123,CLU0
139,112,230,118,CLU0
150,104,229,120,CLU0
148,102,214,136,CLU0
160,108,219,125,CLU0
170,119,211,115,CLU0
166,117,210,139,CLU0
162,124,208,105,CLU0
152,131,213,114,CLU0
146,127,210,128,CLU0
133,117,220,158,CLU0
129,126,212,245,CLU0
136,123,180,136,CLU0
117,202,207,114,CLU0
58,159,217,108,CLU0
81,108,220,129,CLU0
110,129,222,146,CLU0
119,127,223,138,CLU0
120,133,217,154,CLU0
120,129,196,221,CLU0
121,146,172,258,CLU0
115,199,186,203,CLU0
59,214,199,146,CLU0
54,187,208,130,CLU0
50,158,212,112,CLU0
74,128,211,148,CLU0
90,101,221,133,CLU0
120,124,208,172,CLU0
157,135,188,140,CLU0
128,143,195,114,CLU0
100,135,204,97,CLU0
108,111,223,124,CLU0
118,112,208,128,CLU0
130,123,206,113,CLU0
130,121,217,131,CLU0
113,110,220,157,CLU0
113,123,212,147,CLU0
149,115,202,230,CLU0
146,126,190,313,CLU0
113,165,176,301,CLU0
91,201,162,266,CLU0
64,197,174,228,CLU0
51,205,158,209,CLU0
54,202,169,185,CLU0
54,209,175,176,CLU0
63,199,194,165,CLU0
61,169,202,179,CLU0
50,180,189,206,CLU0
49,172,172,238,CLU0
54,176,154,147,CLU0
52,162,159,166,CLU0
60,147,146,180,CLU0
60,159,156,173,CLU0
76,140,165,114,CLU0
80,118,168,112,CLU0
54,70,112,83,CLU0
54,18,49,34,CLU0
11,15,37,24,CLU0
23,24,17,62,CLU0
28,22,19,47,CLU0
59,29,7,68,CLU0
108,19,27,33,CLU0
77,29,11,17,CLU0
18,20,27,63,CLU0
37,8,18,59,CLU0
31,27,47,15,CLU0
25,26,8,25,CLU0
75,31,35,25,CLU0
99,34,109,62,CLU0
82,64,111,62,CLU0
126,65,120,68,CLU0
125,50,86,112,CLU0
108,35,59,153,CLU0
245,59,123,164,CLU0
241,70,92,135,CLU0
158,61,81,79,CLU0
98,72,134,75,CLU0
126,77,164,122,CLU0
72,47,79,32,CLU0
14,8,14,18,CLU0
4,9,9,11,CLU0
6,6,9,2,CLU0
7,8,5,1,CLU0
10,3,2,4,CLU0
7,3,7,3,CLU0
3,5,3,6,CLU0
11,3,8,6,CLU0
9,4,4,4,CLU0
7,0,3,3,CLU0
7,3,5,6,CLU0
5,8,6,5,CLU0
19,7,6,3,CLU0
7,7,6,12,CLU0
7,5,8,6,CLU0
8,3,0,9,CLU0
2,4,14,9,CLU0
8,3,5,8,CLU0
6,5,10,6,CLU0
8,6,5,15,CLU0
3,3,2,10,CLU0
3,7,0,3,CLU0
1,11,8,2,CLU0
1,4,5,5,CLU0
168,28,64,83,CLU0
139,19,72,106,CLU0
128,18,77,103,CLU0
129,23,86,77,CLU0
128,28,87,102,CLU0
126,22,89,104,CLU0
110,22,79,88,CLU0
96,21,65,50,CLU0
103,25,54,53,CLU0
107,25,61,54,CLU0
86,38,69,39,CLU0
93,47,87,41,CLU0
113,59,117,62,CLU0
116,66,125,43,CLU0
114,59,140,43,CLU0
116,62,142,44,CLU0
112,57,132,41,CLU0
112,61,133,41,CLU0
116,56,129,55,CLU0
105,61,130,60,CLU0
100,54,120,64,CLU0
108,55,122,56,CLU0
102,58,129,41,CLU0
121,64,122,50,CLU0
108,64,135,54,CLU0
124,71,127,73,CLU0
120,68,121,59,CLU0
117,54,130,72,CLU0
121,57,105,86,CLU0
120,64,116,73,CLU0
103,72,136,75,CLU0
108,79,137,60,CLU0
125,63,130,68,CLU0
119,77,132,114,CLU0
115,60,116,115,CLU0
101,69,64,11,CLU0
81,31,21,27,CLU0
90,28,29,31,CLU0
5,10,45,71,CLU0
19,29,83,23,CLU0
32,20,35,11,CLU0
50,20,16,41,CLU0
26,21,15,38,CLU0
39,55,70,27,CLU0
78,96,117,83,CLU0
103,129,149,131,CLU0
114,123,149,115,CLU0
145,170,160,128,CLU0
116,178,177,169,CLU0
90,123,141,120,CLU0
129,131,137,46,CLU0
133,157,127,50,CLU0
83,111,151,8,CLU0
56,89,156,32,CLU0
71,121,150,31,CLU0
58,104,122,19,CLU0
76,82,155,14,CLU0
78,58,154,53,CLU0
88,69,173,121,CLU0
71,67,129,102,CLU0
82,79,174,111,CLU0
101,138,214,137,CLU0
66,140,189,130,CLU0
105,106,182,117,CLU0
106,111,179,134,CLU0
127,117,182,133,CLU0
111,124,178,136,CLU0
117,120,202,100,CLU0
119,124,200,106,CLU0
115,113,200,124,CLU0
150,108,228,195,CLU0
177,108,207,229,CLU0
146,130,172,198,CLU0
111,158,192,152,CLU0
85,139,198,98,CLU0
97,139,217,142,CLU0
114,110,207,94,CLU0
110,122,208,128,CLU0
126,110,203,95,CLU0
125,107,206,133,CLU0
154,108,183,152,CLU0
142,117,202,124,CLU0
137,111,200,103,CLU0
